"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA0342","NC_002516.2",384733,385527,"+",795,4640,5768,1412,4600,5577,4458
"PA0343","NC_002516.2",385554,386351,"-",798,2732,2823,780,2677,2882,3316
"PA0344","NC_002516.2",386386,387765,"-",1380,910,870,287,938,889,943
"PA0345","NC_002516.2",387758,389143,"-",1386,1521,1222,508,2650,3525,2364
"PA0346","NC_002516.2",389334,389696,"+",363,535,494,192,897,957,788
"PA0347","NC_002516.2",389733,390884,"-",1152,477,656,160,821,589,538
"PA0348","NC_002516.2",391094,392188,"+",1095,512,542,155,835,587,551
"PA0349","NC_002516.2",392185,393225,"+",1041,361,402,96,504,376,405
"PA0350","NC_002516.2",393308,393814,"+",507,608,678,165,597,518,689
"PA0351","NC_002516.2",393830,394303,"-",474,865,927,291,938,926,944
"PA0352","NC_002516.2",394442,395827,"-",1386,923,1317,247,1323,656,565
"PA0353","NC_002516.2",396057,397895,"-",1839,5508,7113,2119,7611,8627,6882
"PA0354","NC_002516.2",398224,399420,"-",1197,3147,3418,924,3019,3941,2750
"PA0355","NC_002516.2",399493,400032,"-",540,15777,16643,3426,12780,14818,17382
"PA0356","NC_002516.2",400248,401072,"+",825,1031,1444,277,1332,1006,676
"PA0357","NC_002516.2",401131,401943,"+",813,1392,1077,497,1784,2206,1629
"PA0358","NC_002516.2",402020,402598,"+",579,972,1009,247,1204,1030,1115
"PA0359","NC_002516.2",402681,403025,"+",345,8767,7056,2917,18384,20126,5523
"PA0360","NC_002516.2",403295,404281,"+",987,3143,4190,995,3627,3969,3967
"PA0361","NC_002516.2",404386,406119,"-",1734,1437,1388,452,2142,2849,1651
"PA0362","NC_002516.2",406247,406498,"-",252,4227,5055,1098,6561,5927,4688
"PA0363","NC_002516.2",406619,407098,"-",480,2228,3231,696,2339,2836,1744
"PA0364","NC_002516.2",407250,408845,"-",1596,3030,3275,831,3397,3822,3796
"PA0365","NC_002516.2",408901,409449,"-",549,5434,6081,2171,9602,12031,5655
"PA0366","NC_002516.2",409504,410934,"-",1431,12937,13865,6085,26453,35593,13574
"PA0367","NC_002516.2",411224,411871,"+",648,7644,10860,3059,12271,15460,7434
"PA0367a","NC_002516.2",411856,412266,"-",411,1783,2171,758,2947,4001,1664
"PA0368","NC_002516.2",412329,413327,"-",999,801,609,291,1042,1311,908
"PA0369","NC_002516.2",413364,413930,"-",567,587,516,154,547,624,757
"PA0370","NC_002516.2",413933,414529,"-",597,800,841,223,639,780,954
"PA0371","NC_002516.2",414529,416016,"-",1488,2294,3023,768,2278,2323,3315
"PA0372","NC_002516.2",416009,417406,"-",1398,2238,3286,678,2458,2113,1599
"PA0373","NC_002516.2",417527,418894,"+",1368,5404,5996,1970,6341,7564,6152
"PA0374","NC_002516.2",418891,419562,"+",672,5050,5651,1677,4817,5270,7088
"PA0375","NC_002516.2",419562,420569,"+",1008,4990,6425,1330,4325,4510,5573
"PA0376","NC_002516.2",420683,421537,"+",855,59916,83767,30591,113162,138384,58673
"PA0377","NC_002516.2",421602,422207,"+",606,525,575,181,573,746,678
"PA0378","NC_002516.2",422212,422943,"-",732,809,834,293,1072,1327,676
"PA0379","NC_002516.2",422980,423357,"+",378,807,793,298,1232,1583,870
"PA0380","NC_002516.2",423460,423660,"+",201,331,283,121,446,588,290
"PA0381","NC_002516.2",423719,424516,"+",798,1684,2427,586,1925,1940,1466
"PA0382","NC_002516.2",424670,425341,"+",672,1233,1457,476,1772,1737,1599
"PA0383","NC_002516.2",425504,426850,"+",1347,979,1179,294,1395,1544,1442
"PA0384","NC_002516.2",426863,427120,"-",258,375,265,86,498,471,568
"PA0385","NC_002516.2",427182,427505,"-",324,473,621,134,779,569,444
"PA0386","NC_002516.2",427586,428740,"-",1155,470,549,152,716,708,308
"PA0387","NC_002516.2",428861,429454,"-",594,5268,8075,2710,11680,15262,6078
"PA0388","NC_002516.2",429451,429870,"-",420,6634,10969,3343,14662,18510,8068
"PA0389","NC_002516.2",430002,430622,"-",621,850,1043,366,1669,2057,991
"PA0390","NC_002516.2",430630,431769,"-",1140,1706,2679,483,1950,1645,1059
"PA0391","NC_002516.2",431858,433825,"-",1968,1741,2220,789,4444,4739,2117
"PA0392","NC_002516.2",434226,434819,"-",594,2702,3979,916,3098,3229,3749
"PA0393","NC_002516.2",434830,435651,"-",822,1322,1579,546,1876,2436,2096
"PA0394","NC_002516.2",435663,436355,"-",693,1625,1772,580,2024,2309,1732
"PA0395","NC_002516.2",436570,437604,"+",1035,8078,10517,2733,10225,11212,10330
"PA0396","NC_002516.2",437782,438930,"+",1149,11919,14743,3861,17217,20050,12486
"PA0397","NC_002516.2",438938,439837,"-",900,4267,4751,1282,6535,7136,5840
"PA0398","NC_002516.2",439991,440395,"+",405,743,1175,251,1262,1228,807
"PA0399","NC_002516.2",440638,442011,"+",1374,2958,3464,1006,3427,4126,3142
"PA0400","NC_002516.2",442008,443192,"+",1185,2298,2202,725,2136,2819,2755
"PA0401","NC_002516.2",443419,444690,"-",1272,1210,1486,389,1236,1377,1056
"PA0402","NC_002516.2",444687,445691,"-",1005,2188,3748,837,2826,2979,1960
"PA0403","NC_002516.2",445715,446227,"-",513,517,809,230,1101,951,546
"PA0404","NC_002516.2",446339,446773,"-",435,480,602,201,964,1159,770
"PA0405","NC_002516.2",446773,447342,"-",570,1621,1845,644,2444,2997,1387
"PA0406","NC_002516.2",447391,448350,"-",960,1132,1093,305,1890,1705,1157
"PA0407","NC_002516.2",448431,449384,"-",954,12460,20902,4952,26267,27534,7722
"PA0408","NC_002516.2",449639,450046,"+",408,16360,26826,8518,36303,44176,16487
"PA0409","NC_002516.2",450093,450458,"+",366,5529,9052,2512,7382,10122,3952
"PA0410","NC_002516.2",450509,451045,"+",537,2594,3352,825,2622,3480,1481
"PA0411","NC_002516.2",451130,453178,"+",2049,6206,8304,1903,6206,6000,5406
"PA0412","NC_002516.2",453239,454114,"+",876,2718,3070,725,2590,2629,2891
"PA0413","NC_002516.2",454126,461544,"+",7419,13284,13152,2878,10546,11660,15660
"PA0414","NC_002516.2",461537,462568,"+",1032,1744,1710,310,1286,1135,1991
"PA0415","NC_002516.2",462565,463071,"+",507,509,443,102,395,385,420
"PA0416","NC_002516.2",463079,463873,"+",795,162,132,36,138,107,152
"PA0417","NC_002516.2",463949,464560,"+",612,238,187,54,374,347,370
"PA0418","NC_002516.2",464568,465983,"-",1416,663,757,179,644,625,688
"PA0419","NC_002516.2",466018,466740,"-",723,408,427,157,578,692,455
"PA0420","NC_002516.2",466833,468236,"-",1404,2261,3170,633,3013,2336,2606
"PA0421","NC_002516.2",468410,469900,"+",1491,2664,4006,815,3405,3190,3733
"PA0422","NC_002516.2",470081,470650,"+",570,2578,3585,740,2224,2437,2396
"PA0423","NC_002516.2",470662,471237,"+",576,4827,8470,1331,2654,3143,6058
"PA0424","NC_002516.2",471306,471749,"-",444,4931,6164,1275,4112,5042,7118
"PA0425","NC_002516.2",472024,473175,"+",1152,12999,14847,2865,7131,8344,16009
"PA0426","NC_002516.2",473191,476331,"+",3141,25771,33337,6467,20779,23550,33093
"PA0427","NC_002516.2",476333,477790,"+",1458,8457,8158,2063,7591,9503,11736
"PA0428","NC_002516.2",477886,479805,"-",1920,4813,5391,1568,4557,5677,6005
"PA0429","NC_002516.2",480056,481126,"-",1071,11411,12344,2767,13213,13630,11715
"PA0430","NC_002516.2",481196,482068,"-",873,3323,4345,989,3606,3747,4319
"PA0431","NC_002516.2",482111,482665,"-",555,2581,3245,815,2248,2635,3237
"PA0432","NC_002516.2",482706,484115,"-",1410,11424,18014,3752,10338,13565,15205
"PA0433","NC_002516.2",484404,484838,"+",435,515,431,125,432,367,353
"PA0434","NC_002516.2",484964,487156,"+",2193,3480,4497,1131,5628,5356,4699
"PA0435","NC_002516.2",487167,488645,"+",1479,616,559,119,724,535,601
"PA0436","NC_002516.2",488730,489350,"+",621,9839,12430,2524,8191,9502,6337
"PA0437","NC_002516.2",489387,490658,"-",1272,2257,2922,628,1834,1997,1732
"PA0438","NC_002516.2",490648,491898,"-",1251,474,578,178,669,532,383
"PA0439","NC_002516.2",492080,493357,"-",1278,399,352,102,671,321,325
"PA0440","NC_002516.2",493354,494721,"-",1368,336,327,90,653,473,417
"PA0441","NC_002516.2",494816,496255,"-",1440,593,587,168,1825,1458,481
"PA0442","NC_002516.2",496362,496478,"-",117,46,62,6,166,50,27
"PA0443","NC_002516.2",496871,498361,"+",1491,462,533,112,1322,618,418
"PA0444","NC_002516.2",498420,499703,"+",1284,1174,1154,307,2247,1919,1855
"PA0445","NC_002516.2",500104,501120,"-",1017,68,89,12,145,67,58
"PA0446","NC_002516.2",501376,502599,"-",1224,4581,4548,1350,6128,9014,5933
"PA0447","NC_002516.2",502719,503900,"-",1182,50468,57304,12539,51114,97399,48972
"PA0448","NC_002516.2",504121,505029,"+",909,2409,2117,652,3183,3325,2960
"PA0449","NC_002516.2",505047,505586,"+",540,18120,16799,3896,9948,12741,23341
"PA0450","NC_002516.2",505629,507251,"-",1623,6416,4826,1411,3537,4519,6722
"PA0451","NC_002516.2",507631,508962,"+",1332,3648,2390,2060,11373,18863,4323
"PA0452","NC_002516.2",508959,509753,"+",795,1963,3145,1395,8993,10407,2541
"PA0451a","NC_002516.2",509861,510592,"+",732,1193,1526,673,3920,4826,1250
"PA0454","NC_002516.2",510589,512790,"-",2202,1498,1741,484,2445,2034,1710
"PA0455","NC_002516.2",513051,514427,"-",1377,2301,2261,726,2892,3592,2238
"PA0456","NC_002516.2",514775,514984,"+",210,133013,113724,24131,152735,134232,92356
"PA0457","NC_002516.2",515135,515659,"+",525,794,1028,238,1095,1172,780
"PA0457.1","NC_002516.2",515653,516027,"-",375,11,12,3,32,16,17
"PA0458","NC_002516.2",516029,517462,"-",1434,1945,2428,712,3708,3752,2257
"PA0459","NC_002516.2",518083,520635,"+",2553,14253,18120,7949,32907,46078,17399
"PA0460","NC_002516.2",520737,521315,"+",579,13213,15041,4138,15878,19671,12039
"PA0461","NC_002516.2",521630,522517,"-",888,4505,6599,1386,5135,5287,4390
"PA0462","NC_002516.2",522660,523169,"+",510,9936,10161,2249,9747,9976,7750
"PA0463","NC_002516.2",523254,523943,"+",690,1229,845,401,1248,1388,1047
"PA0464","NC_002516.2",523943,525367,"+",1425,950,1205,285,1104,907,942
"PA0465","NC_002516.2",525469,526827,"+",1359,960,1113,272,1540,1167,1105
"PA0466","NC_002516.2",526877,527179,"+",303,120,139,25,144,69,100
"PA0467","NC_002516.2",527324,527944,"-",621,358,356,169,565,921,568
"PA0468","NC_002516.2",527963,528913,"-",951,1851,1499,940,3636,5563,2582
"PA0469","NC_002516.2",528999,529856,"+",858,2982,3380,952,3088,3452,3886
"PA0470","NC_002516.2",530029,532437,"-",2409,4878,6018,1209,4535,4687,5010
"PA0471","NC_002516.2",532541,533512,"-",972,5875,3201,556,963,963,3550
"PA0472","NC_002516.2",533509,534027,"-",519,5739,3323,596,828,843,2858
"PA0473","NC_002516.2",534196,534945,"+",750,1359,1895,342,1117,1315,2012
"PA0474","NC_002516.2",535085,535489,"+",405,112,98,20,179,76,165
"PA0475","NC_002516.2",535539,536108,"+",570,250,183,58,384,245,230
"PA0476","NC_002516.2",536142,537869,"-",1728,2268,2437,686,2759,2555,2347
"PA0477","NC_002516.2",538217,539143,"-",927,408,453,81,739,293,319
"PA0478","NC_002516.2",539231,539707,"+",477,665,752,235,1126,1091,699
"PA0479","NC_002516.2",539785,540735,"-",951,490,420,192,702,900,582
"PA0480","NC_002516.2",540839,541636,"+",798,274,324,95,560,502,298
"PA0481","NC_002516.2",541679,542122,"+",444,556,802,136,858,680,631
"PA0482","NC_002516.2",542170,544347,"-",2178,9066,13011,3143,12935,16131,14788
"PA0483","NC_002516.2",544654,545097,"+",444,3659,3982,1218,6009,6162,5589
"PA0484","NC_002516.2",545129,545644,"+",516,5417,5062,1808,9236,10603,7789
"PA0485","NC_002516.2",546334,547230,"-",897,1863,2133,569,2955,3011,2073
"PA0486","NC_002516.2",547432,548406,"-",975,1355,1319,417,2034,2071,1350
"PA0487","NC_002516.2",548468,549226,"-",759,1189,1315,415,1629,1570,1356
"PA0488","NC_002516.2",549294,549614,"-",321,745,493,242,1344,1435,1034
"PA0489","NC_002516.2",549656,550381,"-",726,253,271,80,281,331,220
"PA0490","NC_002516.2",550520,550813,"-",294,2298,2878,400,1648,1635,1760
"PA0491","NC_002516.2",550867,551793,"-",927,1043,1221,292,1691,1304,1127
"PA0492","NC_002516.2",551911,552669,"+",759,683,694,244,1381,1454,828
"PA0493","NC_002516.2",552746,552994,"+",249,356,449,103,384,272,378
"PA0494","NC_002516.2",553005,554381,"+",1377,707,845,212,777,581,677
"PA0495","NC_002516.2",554383,555261,"+",879,2227,2805,737,3464,3094,2116
"PA0496","NC_002516.2",555251,556228,"+",978,1624,1899,431,2269,2000,1881
"PA0497","NC_002516.2",556275,557276,"-",1002,1345,1905,310,1701,1263,1543
"PA0498","NC_002516.2",557354,558361,"-",1008,2493,3575,815,3288,3318,3086
"PA0499","NC_002516.2",558377,559078,"-",702,1035,1318,240,1252,967,896
"PA0500","NC_002516.2",559644,560702,"+",1059,3226,4919,928,3058,2847,3714
"PA0501","NC_002516.2",560808,562013,"+",1206,667,542,202,984,1194,752
"PA0502","NC_002516.2",562006,562728,"+",723,343,331,138,696,983,613
"PA0503","NC_002516.2",562721,563545,"+",825,208,133,86,307,408,295
"PA0504","NC_002516.2",563549,564235,"+",687,269,210,89,438,573,426
"PA0505","NC_002516.2",564344,564574,"+",231,3650,1548,987,6354,8189,3892
"PA0506","NC_002516.2",564914,566719,"+",1806,19413,25214,3955,15069,17619,15994
"PA0507","NC_002516.2",566932,568728,"+",1797,1119,1202,252,1661,1136,1226
"PA0508","NC_002516.2",569002,570780,"+",1779,2661,3697,709,3074,2725,2972
"PA0509","NC_002516.2",571111,572592,"-",1482,771,932,282,1385,1275,398
"PA0510","NC_002516.2",572583,573422,"-",840,430,473,180,800,1032,297
"PA0511","NC_002516.2",573433,574596,"-",1164,729,809,269,1047,1305,407
"PA0512","NC_002516.2",574590,575105,"-",516,429,465,163,579,727,215
"PA0513","NC_002516.2",575080,575523,"-",444,260,214,84,385,560,122
"PA0514","NC_002516.2",575516,576040,"-",525,579,591,230,877,1161,254
"PA0515","NC_002516.2",576037,576489,"-",453,883,1197,362,1354,1631,430
"PA0516","NC_002516.2",576498,577676,"-",1179,2286,2477,871,3180,3864,964
"PA0517","NC_002516.2",577673,578032,"-",360,368,514,197,529,936,177
"PA0518","NC_002516.2",578029,578343,"-",315,1894,3718,751,1982,3056,773
"PA0519","NC_002516.2",578394,580100,"-",1707,26561,53968,9223,30784,36681,10599
"PA0520","NC_002516.2",580316,581098,"+",783,3250,3666,1122,5225,6377,2931
"PA0521","NC_002516.2",581133,581660,"+",528,712,986,250,1101,1145,475
"PA0522","NC_002516.2",581668,581925,"+",258,307,451,110,526,533,180
"PA0523","NC_002516.2",582015,582455,"+",441,38901,40306,10494,40636,50668,17867
"PA0524","NC_002516.2",582455,583855,"+",1401,34598,48338,10513,30543,43837,14023
"PA0525","NC_002516.2",583857,585695,"+",1839,11070,6940,3777,16954,26305,6297
"PA0526","NC_002516.2",585702,585896,"-",195,18827,11697,5309,28972,36017,13445
"PA0527","NC_002516.2",585980,586663,"-",684,1631,2940,814,3242,4000,1321
"PA0527.1","NC_002516.2",586867,586990,"+",124,2013,1815,411,2675,2650,2084
"PA0528","NC_002516.2",587017,587895,"-",879,847,629,181,1276,1058,716
"PA0529","NC_002516.2",587997,588698,"+",702,1226,1325,339,2711,2432,1837
"PA0530","NC_002516.2",588924,590105,"+",1182,797,789,266,1299,1449,1019
"PA0531","NC_002516.2",590105,590821,"+",717,905,693,270,1323,1271,921
"PA0532","NC_002516.2",590896,591402,"-",507,589,754,143,873,509,574
"PA0533","NC_002516.2",591445,592935,"+",1491,1375,1559,379,1517,1359,1477
"PA0534","NC_002516.2",593273,594562,"+",1290,5556,3383,1420,7477,9298,9613
"PA0535","NC_002516.2",594580,595134,"+",555,2261,1457,429,1998,2495,3186
"PA0536","NC_002516.2",595245,596270,"-",1026,2499,3382,782,2457,3103,2481
"PA0537","NC_002516.2",596274,596882,"-",609,5461,7540,1683,5120,6328,3927
"PA0538","NC_002516.2",596970,597479,"-",510,660,760,175,1169,823,607
"PA0539","NC_002516.2",597708,598538,"+",831,437,405,135,811,497,321
"PA0540","NC_002516.2",598608,598994,"+",387,932,1005,228,1387,1181,965
"PA0541","NC_002516.2",599107,599565,"+",459,2091,2619,725,3057,3519,2598
"PA0542","NC_002516.2",599757,600176,"-",420,958,1464,330,1067,1076,918
"PA0543","NC_002516.2",600426,601394,"+",969,1703,1813,468,2215,2665,2724
"PA0544","NC_002516.2",601398,602141,"-",744,2193,2680,515,2520,2551,3083
"PA0545","NC_002516.2",602346,603650,"+",1305,2966,4494,1999,7856,10016,3102
"PA0546","NC_002516.2",603706,604896,"-",1191,8295,12759,2510,5537,6850,7106
"PA0547","NC_002516.2",604912,605913,"-",1002,5554,5549,1342,3729,4646,4093
"PA0548","NC_002516.2",606160,608157,"+",1998,6685,9391,1943,7601,7973,9052
"PA0549","NC_002516.2",608157,609221,"+",1065,2047,2226,496,2546,2525,3273
"PA0550","NC_002516.2",609202,609999,"-",798,444,580,123,529,429,640
"PA0551","NC_002516.2",610214,611275,"+",1062,2233,2623,547,1969,1921,1397
"PA0552","NC_002516.2",611281,612444,"+",1164,5030,6763,1190,4722,4795,6730
"PA0553","NC_002516.2",612517,612717,"+",201,3770,3529,923,4548,5284,5249
"PA0554","NC_002516.2",612877,613218,"+",342,2062,1841,732,2173,3640,2054
"PA0555","NC_002516.2",613338,614402,"+",1065,7227,11388,2107,5936,7446,8891
"PA0556","NC_002516.2",614468,614950,"+",483,870,812,238,964,1216,2000
"PA0557","NC_002516.2",614952,615608,"-",657,1155,1304,374,1501,1668,2186
"PA0558","NC_002516.2",615607,616374,"+",768,1726,2085,557,1873,2143,2236
"PA0559","NC_002516.2",616371,617549,"-",1179,2176,2579,572,2133,1978,2937
"PA0560","NC_002516.2",617662,618150,"+",489,1251,1758,410,1624,1659,970
"PA0561","NC_002516.2",618176,619330,"+",1155,0,0,0,0,0,1
"PA0562","NC_002516.2",619332,620006,"-",675,586,567,185,734,812,450
"PA0563","NC_002516.2",620135,620488,"-",354,1484,1946,356,3394,3072,1744
"PA0564","NC_002516.2",620666,621577,"-",912,360,413,125,624,399,324
"PA0565","NC_002516.2",621695,622033,"+",339,1756,2220,498,1980,2312,2981
"PA0566","NC_002516.2",622023,622538,"-",516,1651,1914,509,2229,2566,2359
"PA0567","NC_002516.2",622726,622884,"+",159,6514,6620,1023,6477,5517,6018
"PA0568","NC_002516.2",622894,623352,"-",459,4801,5020,820,4388,4064,4139
"PA0569","NC_002516.2",623368,623838,"-",471,280,323,95,384,352,303
"PA0570","NC_002516.2",623852,624199,"-",348,191,209,86,332,248,197
"PA0571","NC_002516.2",624189,624803,"-",615,811,791,271,1375,1244,1003
"PA0572","NC_002516.2",624994,627765,"-",2772,4855,6433,1387,4571,4332,7832
"PA0573","NC_002516.2",628335,628670,"-",336,545,735,150,811,490,654
"PA0574","NC_002516.2",628763,629884,"-",1122,1174,1648,346,1430,1074,1142
"PA0574.1","NC_002516.2",630434,630510,"-",77,277,400,76,461,301,366
"PA0575","NC_002516.2",630527,634264,"-",3738,5705,6992,1702,8980,8091,7906
"PA0576","NC_002516.2",634371,636224,"-",1854,39463,56056,11518,37048,53606,30039
"PA0577","NC_002516.2",636304,638298,"-",1995,8782,12156,1982,8322,9068,9831
"PA0578","NC_002516.2",638381,638830,"-",450,1875,1835,582,1642,2353,896
"PA0579","NC_002516.2",638900,639115,"-",216,12745,14268,3201,14480,17083,6336
"PA0580","NC_002516.2",639316,640341,"+",1026,3717,3850,1312,4110,5585,3088
"PA0581","NC_002516.2",640420,640989,"-",570,1604,1066,574,2527,3264,1814
"PA0582","NC_002516.2",641073,641426,"+",354,625,690,186,636,599,769
"PA0583","NC_002516.2",641417,641959,"+",543,1083,1254,311,1032,1032,1306
"PA0584","NC_002516.2",641932,643164,"-",1233,1759,1700,591,2526,2648,2295
"PA0585","NC_002516.2",643208,643714,"-",507,880,594,241,1010,1088,972
"PA0586","NC_002516.2",643808,645361,"-",1554,31348,39697,9526,31117,37768,49825
"PA0587","NC_002516.2",645358,646629,"-",1272,21232,27361,6687,23034,30050,40532
"PA0588","NC_002516.2",646730,648652,"-",1923,95100,128208,30653,141844,151817,144851
"PA0589","NC_002516.2",648931,649263,"-",333,1158,1290,373,1600,1774,1754
"PA0590","NC_002516.2",649307,650158,"-",852,2718,2835,853,2794,3467,3240
"PA0591","NC_002516.2",650158,650538,"-",381,2565,2806,874,3139,3985,3533
"PA0592","NC_002516.2",650575,651381,"-",807,1535,1811,529,1785,1953,1111
"PA0593","NC_002516.2",651497,652483,"-",987,1679,1600,311,1330,1151,1625
"PA0594","NC_002516.2",652480,653772,"-",1293,12018,14569,2559,9725,11175,17107
"PA0595","NC_002516.2",653753,656527,"-",2775,11790,16585,3237,11153,13428,12065
"PA0596","NC_002516.2",656654,657670,"+",1017,5735,7393,2304,8636,10601,6962
"PA0597","NC_002516.2",657667,658341,"+",675,1874,1887,747,2553,3694,2658
"PA0598","NC_002516.2",658343,659101,"+",759,2158,2273,743,3081,3676,3641
"PA0599","NC_002516.2",659102,660163,"-",1062,1787,1824,556,2372,2748,2684
"PA0600","NC_002516.2",660315,662708,"+",2394,4751,5910,1915,6896,7977,4675
"PA0601","NC_002516.2",662754,663386,"+",633,4000,5191,1694,5730,6630,4130
"PA0602","NC_002516.2",663515,664549,"+",1035,1479,1995,456,2109,1805,1878
"PA0603","NC_002516.2",664783,665892,"+",1110,1213,1546,277,1323,986,1744
"PA0604","NC_002516.2",665948,666994,"+",1047,2036,2491,314,1656,1120,3928
"PA0605","NC_002516.2",667108,668355,"+",1248,2185,3001,521,2422,1851,2632
"PA0606","NC_002516.2",668461,669291,"+",831,849,959,146,778,485,1009
"PA0607","NC_002516.2",669415,670089,"+",675,1624,2492,550,1640,1753,857
"PA0608","NC_002516.2",670089,670907,"+",819,2268,3077,745,3129,3007,2522
"PA0609","NC_002516.2",670980,672458,"+",1479,5693,7735,1662,5743,6315,5808
"PA0610","NC_002516.2",672777,673091,"-",315,10992,11541,6068,41418,56998,9159
"PA0611","NC_002516.2",673191,673961,"-",771,3140,4315,1212,3995,4718,2881
"PA0612","NC_002516.2",674419,674619,"+",201,1347,1676,659,2882,4747,953
